,Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
6839,9714-EDSUC,Male,25,No,0,Alviso,95002,37.449537,-121.994813,0,4,None,Yes,11.5,No,Yes,Fiber Optic,41.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.9,360.55,0.0,0,46.0,406.55,Stayed,Unknown,Unknown
6840,9715-SBVSU,Male,20,Yes,1,Loma Linda,92354,34.049315,-117.255974,3,14,None,Yes,10.74,No,Yes,DSL,59.0,Yes,Yes,No,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,61.4,815.55,0.0,20,150.36,985.91,Stayed,Unknown,Unknown
6841,9715-WZCLW,Male,28,Yes,2,Fontana,92335,34.087558,-117.464096,7,71,Offer A,Yes,39.09,Yes,Yes,Fiber Optic,69.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,97.2,6910.3,0.0,0,2775.39,9685.69,Stayed,Unknown,Unknown
6842,9717-IOAAF,Male,54,No,1,Rocklin,95677,38.7904,-121.236973,0,27,None,Yes,2.65,Yes,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,25.85,788.55,0.0,0,71.55,860.1,Stayed,Unknown,Unknown
6843,9717-QEBGU,Male,51,No,0,Leggett,95585,39.873371,-123.741474,0,2,Offer E,Yes,1.57,No,Yes,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,144.0,0.0,0,3.14,147.14,Joined,Unknown,Unknown
6844,9720-JJJOR,Male,20,Yes,0,San Ysidro,92173,32.555828,-117.040073,8,41,None,Yes,2.43,No,Yes,DSL,69.0,Yes,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,60.3,2511.3,0.0,0,99.63,2610.93,Stayed,Unknown,Unknown
6845,9722-UJOJR,Male,36,Yes,0,Blairsden Graeagle,96103,39.783747,-120.661032,1,29,None,Yes,11.24,No,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.75,1974.8,0.0,0,325.96,2300.76,Churned,Price,Price too high
6846,9725-SCPZG,Male,47,No,0,South Lake Tahoe,96150,38.911577,-120.106169,0,1,Offer E,Yes,1.13,No,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.85,90.85,0.0,0,1.13,91.98,Churned,Price,Price too high
6847,9728-FTTVZ,Female,44,No,0,Williams,95987,39.117537,-122.284654,0,1,None,Yes,23.72,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.2,69.2,0.0,0,23.72,92.92,Churned,Dissatisfaction,Lack of self-service on Website
6848,9730-DRTMJ,Male,26,Yes,0,Coarsegold,93614,37.212191,-119.749323,10,32,None,Yes,15.41,Yes,Yes,DSL,46.0,Yes,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,72.8,2333.05,0.0,0,493.12,2826.17,Stayed,Unknown,Unknown
6849,9732-EQMWY,Female,20,Yes,0,Concord,94518,37.950248,-122.022455,1,49,None,Yes,12.39,No,Yes,Fiber Optic,46.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,99.4,5025.0,0.0,10,607.11,5642.11,Stayed,Unknown,Unknown
6850,9732-KPKBW,Male,49,No,0,Oroville,95966,39.473896,-121.415927,0,1,None,Yes,31.16,No,Yes,DSL,11.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53.95,53.95,0.0,0,31.16,85.11,Churned,Price,Extra data charges
6851,9732-OUYRN,Female,54,Yes,0,Union City,94587,37.59485,-122.051521,3,49,Offer B,Yes,13.13,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.0,918.7,0.0,0,643.37,1562.07,Stayed,Unknown,Unknown
6852,9734-UYXQI,Female,27,No,0,Fallbrook,92028,33.362575,-117.299644,0,2,None,Yes,24.83,Yes,Yes,Cable,52.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,49.4,106.55,0.0,0,49.66,156.21,Churned,Competitor,Competitor made better offer
6853,9734-YWGEX,Female,27,No,0,South San Francisco,94080,37.654436,-122.426468,0,9,None,Yes,38.76,Yes,Yes,Fiber Optic,82.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,98.3,923.5,0.0,0,348.84,1272.34,Churned,Price,Price too high
6854,9738-QLWTP,Male,47,No,0,Santa Ysabel,92070,33.174725,-116.743329,0,39,None,Yes,35.13,No,Yes,Fiber Optic,29.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,81.9,3219.75,0.0,0,1370.07,4589.82,Stayed,Unknown,Unknown
6855,9739-JLPQJ,Female,58,Yes,1,Long Beach,90822,33.778436,-118.118648,9,72,None,Yes,33.37,Yes,Yes,Fiber Optic,16.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,117.5,8670.1,47.55,0,2402.64,11025.19,Stayed,Unknown,Unknown
6856,9741-YLNTD,Male,37,No,0,Greenfield,93927,36.248708,-121.386617,0,6,None,Yes,43.37,Yes,Yes,Fiber Optic,12.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.95,522.35,0.0,0,260.22,782.57,Stayed,Unknown,Unknown
6857,9742-XOKTS,Male,60,Yes,1,Santa Clara,95050,37.351214,-121.952417,10,67,Offer A,Yes,18.29,Yes,Yes,Fiber Optic,11.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,89.55,6038.55,33.76,0,1225.43,7230.22,Stayed,Unknown,Unknown
6858,9743-DQKQW,Male,28,No,0,Escalon,95320,37.818543,-121.006907,0,3,Offer E,No,0.0,Unknown,Yes,DSL,69.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,25.1,79.8,0.0,0,0.0,79.8,Joined,Unknown,Unknown
6859,9746-MDMBK,Male,58,Yes,1,Manton,96059,40.426679,-121.850421,7,47,None,Yes,9.19,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,113.45,5317.8,0.0,0,431.93,5749.73,Stayed,Unknown,Unknown
6860,9746-UGFAC,Female,50,No,0,Carlotta,95528,40.497283,-123.93037,0,22,Offer D,Yes,10.25,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,20.85,450.65,0.0,0,225.5,676.15,Stayed,Unknown,Unknown
6861,9746-YKGXB,Male,48,Yes,2,Sacramento,95838,38.646096,-121.442433,9,52,None,No,0.0,Unknown,Yes,DSL,19.0,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,-3.0,2276.1,23.5,0,0.0,2252.6,Stayed,Unknown,Unknown
6862,9747-DDZOS,Female,50,No,0,Eldridge,95431,38.348884,-122.51699,0,1,None,Yes,3.84,No,Yes,Fiber Optic,2.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.5,73.5,0.0,0,3.84,77.34,Churned,Dissatisfaction,Network reliability
6863,9750-BOOHV,Female,60,No,0,Torrance,90501,33.833699,-118.314387,0,32,Offer C,No,0.0,Unknown,Yes,DSL,18.0,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,30.15,927.65,0.0,0,0.0,927.65,Stayed,Unknown,Unknown
6864,9752-ZNQUT,Female,51,No,0,Visalia,93291,36.391777,-119.372842,0,1,Offer E,Yes,7.99,No,Yes,Cable,11.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.6,48.6,0.0,0,7.99,56.59,Joined,Unknown,Unknown
6865,9753-OYLBX,Female,54,No,0,San Diego,92122,32.85723,-117.209774,0,1,None,Yes,8.56,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.5,20.5,0.0,0,8.56,29.06,Joined,Unknown,Unknown
6866,9754-CLVZW,Female,40,Yes,3,Marysville,95901,39.19514,-121.503883,4,26,Offer C,No,0.0,Unknown,Yes,Cable,23.0,Yes,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,38.85,1025.15,0.0,30,0.0,1055.15,Stayed,Unknown,Unknown
6867,9755-JHNMN,Female,37,No,0,Bakersfield,93304,35.339796,-119.023552,0,49,None,Yes,20.45,No,Yes,Cable,23.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,67.4,3306.85,0.0,0,1002.05,4308.9,Stayed,Unknown,Unknown
6868,9758-MFWGD,Female,75,Yes,2,Hawthorne,90250,33.914775,-118.348083,0,48,None,No,0.0,Unknown,Yes,DSL,19.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,29.9,1388.75,0.0,0,0.0,1388.75,Stayed,Unknown,Unknown
6869,9761-XUJWD,Male,22,No,0,Fresno,93650,36.841655,-119.797113,0,5,None,Yes,8.6,No,Yes,DSL,59.0,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,65.6,339.9,0.0,0,43.0,382.9,Stayed,Unknown,Unknown
6870,9762-YAQAA,Male,54,No,0,Seal Beach,90740,33.75462,-118.071128,0,39,Offer C,Yes,36.93,Yes,Yes,Fiber Optic,12.0,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,81.4,3213.75,0.0,0,1440.27,4654.02,Stayed,Unknown,Unknown
6871,9763-GRSKD,Male,37,Yes,2,Los Angeles,90012,34.065875,-118.238728,1,13,Offer D,Yes,29.68,No,Yes,DSL,22.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,49.95,587.45,0.0,150,385.84,1123.29,Stayed,Unknown,Unknown
6872,9763-PDTKK,Female,59,No,0,San Jose,95112,37.343827,-121.883119,0,4,Offer E,Yes,39.68,No,Yes,Fiber Optic,18.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.4,387.2,0.0,0,158.72,545.92,Churned,Competitor,Competitor had better devices
6873,9764-REAFF,Female,60,Yes,0,Stonyford,95979,39.288127,-122.415841,9,59,Offer B,Yes,26.99,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,18.4,1057.85,0.0,0,1592.41,2650.26,Stayed,Unknown,Unknown
6874,9766-HGEDE,Female,33,Yes,0,Paradise,95969,39.69676,-121.644379,3,17,Offer D,Yes,1.64,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,19.35,307.0,10.57,0,27.88,324.31,Stayed,Unknown,Unknown
6875,9767-FFLEM,Male,63,No,0,Westmorland,92281,33.03679,-115.60503,0,38,None,Yes,35.04,No,Yes,Fiber Optic,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.5,2625.25,20.19,0,1331.52,3936.58,Stayed,Unknown,Unknown
6876,9769-TSBZE,Female,54,No,3,Tupman,93276,35.316263,-119.402559,0,70,None,Yes,16.75,Yes,Yes,DSL,57.0,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Bank Withdrawal,66.0,4891.5,0.0,90,1172.5,6154.0,Stayed,Unknown,Unknown
6877,9770-KXGQU,Female,52,No,0,Moreno Valley,92555,33.907361,-117.109972,0,53,None,Yes,29.39,Yes,Yes,Fiber Optic,12.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,98.6,5311.85,0.0,0,1557.67,6869.52,Stayed,Unknown,Unknown
6878,9770-LXDBK,Female,42,No,0,Los Angeles,90006,34.048013,-118.293953,0,3,Offer E,Yes,14.79,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.4,63.15,0.0,0,44.37,107.52,Joined,Unknown,Unknown
6879,9773-PEQBZ,Male,43,No,0,Lake Elsinore,92530,33.655421,-117.391751,0,10,None,Yes,15.6,Yes,Yes,Fiber Optic,22.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.85,797.25,0.0,0,156.0,953.25,Stayed,Unknown,Unknown
6880,9774-NRNAU,Male,77,Yes,0,Cabazon,92230,33.929812,-116.76058,5,27,None,Yes,33.57,Yes,Yes,DSL,21.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,84.8,2309.55,0.0,0,906.39,3215.94,Stayed,Unknown,Unknown
6881,9776-CLUJA,Female,69,Yes,0,Sacramento,95829,38.486502,-121.334051,1,51,None,Yes,17.87,Yes,Yes,Fiber Optic,9.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.5,3807.35,0.0,0,911.37,4718.72,Churned,Competitor,Competitor offered more data
6882,9776-OJUZI,Female,69,No,0,Lost Hills,93249,35.637715,-119.893068,0,65,None,Yes,32.41,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,95.45,6223.3,0.0,0,2106.65,8329.95,Stayed,Unknown,Unknown
6883,9777-IQHWP,Male,53,Yes,1,Greenfield,93927,36.248708,-121.386617,2,64,None,Yes,30.82,Yes,Yes,Fiber Optic,11.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.4,5822.3,0.0,0,1972.48,7794.78,Stayed,Unknown,Unknown
6884,9777-WJJPR,Male,46,Yes,0,Sacramento,95842,38.687367,-121.34848,9,31,None,Yes,29.77,Yes,Yes,Fiber Optic,12.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,88.65,2683.2,0.0,0,922.87,3606.07,Stayed,Unknown,Unknown
6885,9778-OGKQZ,Male,55,Yes,0,Fresno,93727,36.751489,-119.68072,8,72,None,Yes,5.32,Yes,Yes,DSL,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,92.0,6782.15,0.0,10,383.04,7175.19,Stayed,Unknown,Unknown
6886,9779-DPNEJ,Female,59,Yes,3,Nipton,92364,35.478736,-115.516984,5,22,Offer D,Yes,33.46,No,Yes,Fiber Optic,29.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,1790.65,0.0,0,736.12,2526.77,Stayed,Unknown,Unknown
6887,9780-FKVVF,Male,60,No,0,Firebaugh,93622,36.785618,-120.625382,0,6,Offer E,Yes,20.11,No,Yes,DSL,5.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,59.15,336.7,0.0,0,120.66,457.36,Stayed,Unknown,Unknown
6888,9782-LGXMC,Female,35,Yes,1,Walnut Creek,94598,37.916648,-122.008483,6,49,None,Yes,35.29,No,Yes,DSL,28.0,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.75,3024.15,0.0,0,1729.21,4753.36,Stayed,Unknown,Unknown
6889,9786-IJYDL,Female,49,No,0,Redway,95560,40.142256,-123.852927,0,35,None,Yes,30.5,Yes,Yes,Fiber Optic,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.2,3914.05,0.0,0,1067.5,4981.55,Stayed,Unknown,Unknown
6890,9786-YWNHU,Female,62,Yes,2,Fontana,92336,34.136367,-117.460803,6,63,Offer B,Yes,1.18,No,Yes,DSL,27.0,Yes,Yes,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,63.55,4014.2,0.0,90,74.34,4178.54,Stayed,Unknown,Unknown
6891,9787-XVQIU,Male,38,No,0,Sugarloaf,92386,34.243088,-116.830015,0,1,Offer E,Yes,39.44,Yes,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3,75.3,0.0,0,39.44,114.74,Churned,Attitude,Attitude of support person
6892,9788-HNGUT,Male,45,Yes,0,Cabazon,92230,33.929812,-116.76058,9,72,Offer A,Yes,17.87,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.95,8594.4,0.0,0,1286.64,9881.04,Stayed,Unknown,Unknown
6893,9788-YTFGE,Male,47,No,0,Fortuna,95540,40.584991,-124.121504,0,7,None,Yes,13.86,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Credit Card,19.95,147.5,0.0,0,97.02,244.52,Stayed,Unknown,Unknown
6894,9793-WECQC,Male,53,No,0,Foresthill,95631,39.031876,-120.811141,0,23,None,Yes,48.21,No,Yes,Fiber Optic,23.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,-1.0,2192.9,0.0,0,1108.83,3301.73,Stayed,Unknown,Unknown
6895,9795-NREXC,Female,41,Yes,0,Stockton,95212,38.049457,-121.21653,5,64,Offer B,Yes,11.85,Yes,Yes,DSL,2.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,85.0,5484.4,0.0,0,758.4,6242.8,Stayed,Unknown,Unknown
6896,9795-SHUHB,Female,26,Yes,0,The Sea Ranch,95497,38.696659,-123.436861,9,66,None,Yes,24.27,No,Yes,Cable,59.0,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,58.2,3810.8,0.0,0,1601.82,5412.62,Stayed,Unknown,Unknown
6897,9795-VOWON,Male,23,No,0,Los Angeles,90016,34.028331,-118.354338,0,7,Offer E,No,0.0,Unknown,Yes,Cable,48.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,24.35,150.85,0.0,0,0.0,150.85,Stayed,Unknown,Unknown
6898,9796-BPKIW,Male,67,No,0,Redwood City,94063,37.499411,-122.196318,0,8,None,Yes,42.53,No,Yes,Fiber Optic,6.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,69.95,562.7,0.0,0,340.24,902.94,Stayed,Unknown,Unknown
6899,9796-MVYXX,Female,75,No,0,Weldon,93283,35.55647,-118.244914,0,14,Offer D,No,0.0,Unknown,Yes,DSL,24.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.7,692.35,0.0,0,0.0,692.35,Stayed,Unknown,Unknown
6900,9798-DRYDS,Female,52,Yes,0,Huntington Beach,92648,33.679659,-118.016195,6,17,None,Yes,47.59,Yes,Yes,DSL,25.0,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,61.95,1070.7,0.0,0,809.03,1879.73,Stayed,Unknown,Unknown
6901,9798-OPFEM,Female,42,No,0,Adin,96006,41.171578,-120.913161,0,46,Offer B,Yes,32.78,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,21.1,937.1,0.0,0,1507.88,2444.98,Stayed,Unknown,Unknown
6902,9799-CAYJJ,Female,79,Yes,0,West Hills,91307,34.199787,-118.68493,1,2,Offer E,Yes,32.62,No,Yes,Fiber Optic,2.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,69.3,153.8,0.0,0,65.24,219.04,Joined,Unknown,Unknown
6903,9800-ONTFE,Female,59,Yes,3,Brooks,95606,38.809804,-122.241383,3,22,Offer D,Yes,4.67,Yes,Yes,Fiber Optic,58.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.8,1615.1,0.0,0,102.74,1717.84,Stayed,Unknown,Unknown
6904,9800-OUIGR,Male,61,Yes,1,Oakland,94607,37.80707,-122.297401,4,66,None,Yes,7.83,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,20.0,1374.2,0.0,0,516.78,1890.98,Stayed,Unknown,Unknown
6905,9801-GDWGV,Female,52,No,0,Temecula,92592,33.507255,-117.029473,0,39,Offer C,Yes,34.74,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.45,3994.45,0.0,0,1354.86,5349.31,Churned,Competitor,Competitor made better offer
6906,9801-NOSHQ,Male,50,No,3,Shingletown,96088,40.497441,-121.827524,0,23,Offer D,Yes,1.2,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,19.8,465.45,0.0,0,27.6,493.05,Stayed,Unknown,Unknown
6907,9802-CAQUT,Female,27,Yes,3,Coarsegold,93614,37.212191,-119.749323,9,72,None,Yes,33.39,Yes,Yes,Fiber Optic,52.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,109.55,7887.25,0.0,120,2404.08,10411.33,Stayed,Unknown,Unknown
6908,9803-FTJCG,Male,50,Yes,0,Playa Del Rey,90293,33.947305,-118.439841,1,71,Offer A,Yes,4.85,Yes,Yes,DSL,26.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,66.85,4748.7,0.0,0,344.35,5093.05,Stayed,Unknown,Unknown
6909,9804-ICWBG,Male,56,No,0,Pacific Palisades,90272,34.079449,-118.548306,0,1,None,Yes,45.5,No,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,0,45.5,115.4,Churned,Attitude,Attitude of support person
6910,9805-FILKB,Male,44,Yes,0,Temecula,92592,33.507255,-117.029473,6,46,None,Yes,4.72,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,20.2,845.6,0.0,0,217.12,1062.72,Stayed,Unknown,Unknown
6911,9809-IMGCQ,Male,65,No,0,Canyon Dam,95923,40.171312,-121.120605,0,22,Offer D,Yes,40.18,Yes,Yes,Fiber Optic,8.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,96.7,2082.95,0.0,100,883.96,3066.91,Churned,Competitor,Competitor made better offer
6912,9812-GHVRI,Female,50,No,0,Clements,95227,38.227285,-121.02789,0,40,Offer B,Yes,33.66,Yes,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.85,3532.25,0.0,0,1346.4,4878.65,Stayed,Unknown,Unknown
6913,9814-AOUDH,Male,29,No,0,Arbuckle,95912,38.982373,-122.047751,0,53,Offer B,Yes,24.17,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,19.5,1050.5,0.0,0,1281.01,2331.51,Stayed,Unknown,Unknown
6914,9817-APLHW,Male,37,No,0,Los Angeles,90034,34.030578,-118.399613,0,12,Offer D,Yes,2.29,Yes,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,25.0,316.2,0.0,0,27.48,343.68,Stayed,Unknown,Unknown
6915,9818-XQCUV,Female,52,No,0,Dunsmuir,96025,41.212695,-122.392067,0,2,None,Yes,25.92,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,20.35,45.3,0.0,0,51.84,97.14,Joined,Unknown,Unknown
6916,9819-FBNSV,Male,75,Yes,0,El Cajon,92019,32.785165,-116.862648,8,37,None,Yes,23.54,No,Yes,Fiber Optic,7.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,72.25,2575.45,0.0,0,870.98,3446.43,Stayed,Unknown,Unknown
6917,9820-RMCQV,Female,43,No,0,San Marino,91108,34.122671,-118.112911,0,11,None,Yes,19.01,No,Yes,DSL,8.0,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,48.55,501.0,0.0,130,209.11,840.11,Churned,Competitor,Competitor made better offer
6918,9821-BESNZ,Male,43,No,0,Northridge,91325,34.236683,-118.517588,0,66,Offer A,Yes,33.02,Yes,Yes,Fiber Optic,6.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,-7.0,6860.6,44.0,0,2179.32,8995.92,Stayed,Unknown,Unknown
6919,9821-POOTN,Male,48,Yes,0,San Dimas,91773,34.102119,-117.815532,1,35,Offer C,Yes,48.47,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,2576.2,0.0,0,1696.45,4272.65,Churned,Price,Price too high
6920,9822-BIIGN,Male,61,Yes,3,Los Altos,94024,37.352911,-122.093002,0,53,Offer B,Yes,27.56,Yes,Yes,Cable,26.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,71.85,3827.9,0.0,0,1460.68,5288.58,Stayed,Unknown,Unknown
6921,9822-OAOVB,Female,63,No,0,Santa Maria,93455,34.818227,-120.418784,0,1,Offer E,Yes,6.43,No,Yes,DSL,27.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.45,55.45,0.0,10,6.43,71.88,Joined,Unknown,Unknown
6922,9822-WMWVG,Female,20,No,0,Grand Terrace,92313,34.029175,-117.307211,0,41,None,Yes,36.7,Yes,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,106.5,4282.4,0.0,0,1504.7,5787.1,Stayed,Unknown,Unknown
6923,9823-EALYC,Male,55,Yes,2,Bakersfield,93301,35.383937,-119.020428,6,72,None,Yes,9.3,Yes,Yes,DSL,12.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.85,5727.45,0.0,0,669.6,6397.05,Stayed,Unknown,Unknown
6924,9824-BEMCV,Male,58,Yes,0,Modesto,95350,37.671806,-121.007575,1,17,Offer D,Yes,44.97,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,1149.65,0.0,0,764.49,1914.14,Churned,Competitor,Competitor offered higher download speeds
6925,9824-QCJPK,Male,47,Yes,0,Sacramento,95830,38.490508,-121.284171,7,36,None,Yes,21.77,No,No,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Mailed Check,20.0,666.75,0.0,0,783.72,1450.47,Stayed,Unknown,Unknown
